"name"	"fitted1"	"rep"
"ybbL"	-0.00664714666611368	4
"acnA"	-4.45705408405181e-05	4
"yqhH"	-0.042951383984729	4
"IR1843"	-0.00319995971279166	4
"IR2537"	-0.00334043659599902	4
"yfbU"	-0.00131565163805866	4
"pldB"	-0.00028203357880322	4
"marB"	-0.0255518282634251	4
"yaaX"	-0.043204314384314	4
"IR375"	-0.00981583410923058	4
"sapD"	-0.0217823589982445	4
"potI"	-0.000853837213414753	4
"mreC"	-0.00278508323586432	4
"IR2353"	-0.0227613257371762	4
"focA"	-0.0107768316824512	4
"ykgG"	-0.00646346003560153	4
"ybhJ"	-0.0203887694086711	4
"apaH"	-0.0474698043725793	4
"ECB_03534"	-0.000889181897908694	4
"pgaA"	-0.0118212768701162	4
"IR3625"	-0.0520653311382609	4
"IR1344"	-0.00508455125479	4
"pstS"	-0.251171009747002	4
"ECB_01145#2"	-0.00490069315276596	4
"apaH"	-0.0729443067504107	4
"gntU"	-0.0263227402781305	4
"ydcJ"	-0.00398432184156907	4
"ynjH"	-0.0363264142243628	4
"IR2618"	-0.00219343588794633	4
"aceA"	-0.0577148436429183	4
"gadW"	-0.0188947041219443	4
"IR852"	-0.0461907389443734	4
"ilvB"	-0.0420613984131225	4
"yfcI"	-0.00905966619536524	4
"ygaU"	-0.0093248938683149	4
"IR3373"	-0.0336942921209532	4
"pepN"	-0.0177708960633578	4
"yfbR"	-0.0145012825460958	4
"IR3612"	-0.0124136384401858	5
"IR10"	-0.00598091623804353	5
"sucC"	-0.0688160100483494	5
"IR471"	-0.0184819258430288	5
"potD"	-0.00453301318466215	5
"menB"	-0.0047519055536918	5
"ptsA"	-0.00805734387538881	5
"yieP"	-0.0112769222560207	5
"yrfG"	-0.00138309884288826	5
"btuD"	-0.0152089664500275	5
"yhdV"	-0.0274571377148305	5
"yjgF"	-0.247195428971316	5
"IR2864"	-0.0034228086688641	5
"IR1295"	-0.000210653953405448	5
"ycbF"	-0.0146439158619732	5
"zraR"	-0.00814690551680819	5
"ytfB"	-0.00929140460366107	5
"zraS"	-0.0160190041244847	5
"yeeA"	-0.000706335946823922	5
"leuO"	-0.0107898287799486	5
"ECB_04148"	-0.00140461167640855	5
"yijE"	-0.0212894817037143	5
"IR2867"	-0.000353149393023239	5
"gntK"	-0.0232357512586817	5
"ECB_02509"	-0.0107150749224588	5
"ybaP"	-5.52143658018276e-05	5
"yiaA"	-0.00387217472277503	5
"rseB"	-0.0250176365639115	5
"ECB_04149"	-0.00518272892800695	5
"alkA"	-0.00318312062744213	5
"mviN"	-0.0057239147715183	5
"IR1410"	-0.00635793250127361	5
"yahK"	-0.00612894500346106	5
"IR2348"	-0.00835615116743997	5
"kpsS"	-0.0852808799790281	5
"ECB_00730"	-0.000387856742317843	5
"truA"	-0.00880832845080721	5
"IR2302"	-0.00596502717955569	5
"ytfE"	-0.00646806347171741	5
"yiaJ"	-0.00357767350153807	5
"IR2530"	-0.0415459600147384	5
"ybbN"	-0.0147459427978164	5
"ygfM"	-0.0301492663035951	5
"yadD"	-0.0245689512191023	5
"IR1257"	-0.0857551589263627	5
"ECB_01999"	-0.0164089484849361	5
"ydfQ#2"	-0.298002702940059	5
"yhiP"	-0.0327799800230942	5
"nanK"	-0.0150431837849361	5
