"name"	"fitted1"	"rep"
"abgB"	-0.00735120779761923	2
"prpB"	-0.000129543486564484	2
"IR1445"	-0.0180797689858685	2
"pmbA"	-0.00783065455301896	2
"yibK"	-0.0398402631001627	2
"ydjQ"	-0.00821245666998895	2
"ompN"	-0.00202545714210921	2
"IR737"	-0.0417600004629635	2
"IR3403"	-0.0105262057989796	2
"agaB"	-0.0124321979326889	2
"ampC"	-0.00636874794845709	2
"cpdA"	-0.0213696313459654	2
"yncD"	-0.0152923607791789	2
"yoaG"	-0.00780125933445126	2
"ECB_01413"	-0.00036883973865927	2
"IR2508"	-0.0219054401516201	2
"modF"	-0.00323464375981938	2
"ybgL"	-0.0238471647332261	2
"yfcF"	-0.0239669391653275	2
"mutM"	-0.00422819593635449	2
"yffI"	-0.0172231645857902	2
"aegA"	-0.0169742931513158	2
"hypC"	-0.00135038237765621	2
"maeB"	-0.0139207468235827	2
"IR2498"	-0.0791563995406296	2
"hybE"	-0.0425041836283226	2
"yhjC"	-0.000780616839247992	2
"IR1023"	-0.0494259030732249	2
"cspD"	-0.0580694097215221	2
"alkA"	-0.00412839387206275	2
"glpE"	-0.00872951805025286	2
"aldA"	-0.00388883364699601	2
"prkB"	-0.0109824357715673	2
"pepE"	-0.00464629075001398	2
"yniA"	-0.0146192468199407	2
"IR3714"	-0.0782371484706821	2
"srlE"	-0.0183690844850299	2
"yieG"	-0.00794905308137622	2
"yjaB"	-0.00532522316406355	2
"kdpC"	-0.0193490164063415	2
"ECB_03523"	-0.00507673065206923	2
"yfgH"	-0.0393405749960283	2
"pgpB"	-0.000787363779825722	2
"ibrB"	-0.0106069416471583	2
"ybiI"	-0.0188183591549228	2
"galK"	-0.00754535680088397	2
"ECB_02038"	-0.0322572699251402	2
"yggS"	-0.0457550745444536	2
"rhtC"	-0.0294839905665627	2
"IR3145"	-0.0402807055881667	2
"ybaY"	-0.0127722606928696	2
"ibpB"	-0.00468825273628054	2
"yebF"	-0.00612310959440835	2
"ygjH"	-0.0093443218969779	2
"IR3114"	-0.0327536998158104	2
"fdnH"	-0.0109329188026833	2
"IR1025"	-0.129850466577137	2
"yddB"	-0.00355192343767368	2
"IR3395"	-0.00598475776404254	2
"modA"	-0.0122772936772144	2
"ycaD"	-0.00174906637905518	2
"yieH"	-0.00272040740920308	2
"IR1786"	-0.0377117031036701	2
"IR1853"	-0.00853710800114986	2
"IR2483"	-0.0131697140018131	2
"ybgK"	-0.00466428921510895	2
"ECB_03951"	-0.00886027416087656	2
"degS"	-0.0294058956606008	2
"ybfM"	-0.00342059360282376	2
"ECB_01340"	-0.0113255361837517	2
"yiaA"	-0.00387217472277503	2
"ytfM"	-0.0322501980341285	2
"yiiL"	-0.00207147056581766	2
"IR2745"	-8.41607187877241e-05	2
"yjeM"	-0.0216840451293542	2
"yfaY"	-0.00192461927135668	2
"yjfM"	-0.0232731491284819	2
"IR2912"	-0.0117551892964384	2
"IR3626"	-0.0690785400302211	2
"IR3566"	-0.0925681071482992	2
"eutL"	-0.00106948148294817	2
"IR3551"	-0.0456273167924634	2
"ccmE"	-0.00735710636578342	2
"IR128"	-6.67370794222982e-07	2
"IR3149"	-0.147495630686361	2
"IR290"	-0.0369607438783909	2
"fecD"	-0.0316624829751371	2
"yhjV"	-0.00596443501890879	2
"pflB"	-0.00439319751101516	2
"recD"	-0.0251523578308845	2
"ybhB"	-0.0625024559181205	2
"xdhB"	-0.000307294645456167	2
"thiF"	-0.011814129216464	2
"yneH"	-0.00379741583324976	2
"treF"	-0.000307255257974092	2
"IR2567"	-0.0247979196390398	2
"IR816"	-0.0325465920009416	2
"ybcL"	-0.00689706772136122	2
"yidE"	-0.00552131002066641	2
"IR2334"	-0.00417382015253806	2
"murB"	-0.0549614768064145	2
"ECB_03080"	-0.00580739666615575	2
"ESCRE1666"	-0.01482830690028	2
"yhbJ"	-0.0758183428079105	2
"prlC"	-0.0217560763167412	2
"zapA"	-0.0105110364798443	2
"IR2908"	-0.103735265902034	2
"ybeF"	-0.00956151328381579	2
"fecR"	-0.0280171660068777	2
"fimG"	-0.00679657911034194	2
"chbR"	-0.0225357754098588	2
"IR2231"	-0.00169353879672078	2
"smg"	-0.0123342271336147	2
"ESCRE3774"	-0.0311837597882456	2
"fes"	-0.0208755404840892	2
"putP"	-0.00839237678680162	2
"yraL"	-0.00547641104056729	2
"glgC"	-0.00531658270439998	2
"yghU"	-0.00122909454041027	2
"IR2837"	-0.000332087270623282	2
"araA"	-0.010093201924328	2
"IR3569"	-0.0205431800197386	2
"malQ"	-0.00453823592661002	2
"yadS"	-0.0174797689726761	2
"IR2396"	-0.0564720839433469	2
"yhcG"	-0.0019433393884281	2
"IR1923"	-0.0118893917333107	2
"hybC"	-0.00568386888957908	2
"nudD"	-0.00436342754525795	2
"yraH"	-0.00140567374362946	2
"ECB_00826"	-0.0360650545343986	2
"yihQ"	-0.00829672005280272	2
"yjdC"	-0.00182614355077808	2
"ynaI"	-0.00409011466921284	2
"blc#2"	-0.00333619208984608	2
"ybgP"	-0.0200462458746803	2
"IR2902"	-0.0616399687946779	2
"IR3333"	-0.0793061494785944	2
"IR2010"	-0.0268318127286393	2
"nudE"	-0.0244193082891602	2
"ycbS"	-0.00475552493074693	2
"ydaO"	-0.00713943998564808	2
"ECB_01145#2"	-0.00262164864482682	2
"syd"	-0.00254061928516587	2
"yeeJ"	-0.005288735348509	2
"ytfF"	-0.00253067439660207	2
"araG"	-0.0109039293874607	2
"ilvG"	-0.109743874825739	2
"ydcY"	-0.00541867732010671	2
"hdfR"	-0.040297794316453	2
"IR364"	-0.0529137498694747	2
"yceF"	-0.0288547371984043	2
"ybgO"	-0.00530168413743643	2
"ppdC"	-0.0205977888659898	2
"yqgF"	-0.0319819764764898	2
"ppk"	-0.0498287681356786	2
"coaA"	-0.00900154685814638	2
"mdtA"	-0.0225858036717778	2
"caiE"	-0.00139220923634478	2
"rsd"	-0.0140962236641396	2
"ung"	-0.0241966975009531	2
"uhpA"	-0.00571564814034001	2
"ECB_02812"	-0.0392217595139251	2
"IR2944"	-0.0117248886116551	2
"lrp"	-0.0807676299177801	2
"argK"	-0.00129787455294968	2
"ybiR"	-0.0198766179744163	2
"IR119"	-0.106096646247123	2
"yphB"	-0.011478945388646	2
"ytfA"	-2.39966812768445e-05	2
"IR2457"	-0.00222450854334469	2
"speB"	-0.0554658696793668	2
"yejA"	-0.000969037816405086	2
"ECB_00840"	-0.0174315093979089	2
"yqeH"	-0.0181652484647965	2
"alsC"	-0.00321374306848599	2
"IR3717"	-0.00159587173488927	2
"rffG"	-0.00891603561322071	2
"idnR"	-0.000256840641508764	2
"rnr"	-0.0127046277233625	2
"aldB"	-0.0194025221997281	2
"IR982"	-0.0102732990334716	2
"IR1540"	-0.00646082425034196	2
"glpX"	-0.00774799213956426	2
"phoE"	-0.000590003065179633	2
"IR3423"	-0.0396878016890728	2
"cmr"	-0.00447487657145859	2
"IR2027"	-0.00926850266021968	2
"yfbQ"	-0.0241260862055197	2
"livM"	-0.0072556790300471	2
"yahG"	-0.0149105181656725	2
"hcp"	-0.00653751893029474	2
"hdeB"	-0.00317427135185639	2
"ECB_03719"	-0.00645851132051544	2
"ynhG"	-0.000690041092546564	2
"IR3033"	-0.000766710186020166	2
"mhpF"	-0.00153742703177883	2
"yfiO"	-0.0143018044924133	2
"rpoS"	-0.0565429298605584	2
"ECB_02512"	-0.0176777271517573	2
"rutD"	-0.00870126801374041	2
"entD"	-0.00394490169736388	2
"IR2611"	-0.00584767285156954	2
"IR54"	-0.0105603222678266	2
"IR2243"	-0.00240739356004591	2
